,Name,Product,ML115_Empty_12-6hr,ML115_Empty_24-12hr,ML115_Empty_24-6hr,ML115_TE_12-6hr,ML115_TE_24-12hr,ML115_TE_24-6hr,LAR1_Empty_12-6hr,LAR1_Empty_24-12hr,LAR1_Empty_24-6hr,LAR1_TE_12-6hr,LAR1_TE_24-12hr,LAR1_TE_24-6hr
b1894,insA,IS1 repressor TnpA,7.30956706,14.70167513,22.01124219,-8.787250623,20.87053335,12.08328273,-6.855432335,-1.009400188,-7.864832523,-13.50414266,64.39187183,50.88772917
b1895,uspC,universal stress protein,388.4640851,-132.718639,255.745446,383.1925923,-681.0195067,-297.8269144,141.4690524,-12.90536558,128.5636868,41.01914431,57.96244619,98.9815905
b1896,otsA,trehalose-6-phosphate synthase,-40.92276231,-18.71926785,-59.64203016,69.71133403,-16.19357727,53.51775676,1.220252723,-15.53845448,-14.31820176,8.80650664,-17.67090656,-8.864399923
b1897,otsB,"trehalose-6-phosphate phosphatase, biosynthetic",10.59847539,1.670649733,12.26912512,43.02242611,-0.55962657,42.46279954,-1.006017972,5.048405555,4.042387583,0.65891756,13.27650328,13.93542084
b4460,araH,fused L-arabinose transporter subunits of ABC superfamily: membrane components,47.70555333,-21.59963492,26.10591841,-40.25043828,24.13757081,-16.11286747,11.33703727,-12.97351161,-1.63647434,-6.719869608,-4.517120448,-11.23699006
b1900,araG,fused L-arabinose transporter subunits of ABC superfamily: ATP-binding components,-46.07985066,-2.929303193,-49.00915385,-61.80215185,-8.07120637,-69.87335822,-4.839965855,-6.961804675,-11.80177053,-7.202578853,-30.34095458,-37.54353343
b1901,araF,L-arabinose transporter subunit,2.404457199,0.584162125,2.988619324,0.404295556,10.25111114,10.65540669,-0.904681497,1.807598731,0.902917234,-5.753615208,0.873930596,-4.879684611
b1902,ftnB,"ferritin B, putative ferrous iron reservoir",1.218902607,-1.982142556,-0.76323995,-4.721634992,3.346883422,-1.37475157,-6.663351296,-2.782866762,-9.446218058,-1.123060297,-0.296495143,-1.419555441
b4537,yecJ,uncharacterized protein,2.911295226,0.988492293,3.899787519,-2.979535726,-4.572020692,-7.551556417,-1.734511953,1.950423677,0.215911724,0.247947187,-2.685034575,-2.437087388
b4663,azuC,acid-inducible small membrane-associated protein,1.168871649,1.959349638,3.128221287,-0.267944232,-0.276882104,-0.544826335,0.913305275,-0.842968227,0.070337048,-0.377136782,-0.128661367,-0.505798149
b1904,yecR,"lipoprotein, function unknown",-12.85628849,0.957289357,-11.89899913,-17.70086596,5.836791741,-11.86407422,6.037092054,-8.697094552,-2.660002498,39.7497508,-42.88618526,-3.136434458
b1905,ftnA,ferritin iron storage protein (cytoplasmic),-18.02330992,3.747050114,-14.27625981,-12.8062543,0.573766243,-12.23248806,-2.990650485,-3.611949575,-6.60260006,115.1276121,-134.7707699,-19.64315781
b1906,yecH,DUF2492 family protein,-156.6356472,-2.93765152,-159.5732987,-101.3861709,-14.09384005,-115.4800109,2.599559215,-40.07698453,-37.47742532,1.043677005,-35.25863912,-34.21496212
b1907,tyrP,tyrosine transporter,-14.58129784,9.400007488,-5.181290348,-2.025372638,18.6886641,16.66329147,-36.88694014,-8.268422602,-45.15536274,-1.869812845,-5.173127265,-7.04294011
b1908,yecA,UPF0149 family protein,9.093344525,-9.807940044,-0.714595519,-4.048304243,-1.697365741,-5.745669984,-15.63685662,5.172315705,-10.46454092,-24.28254365,-9.724167423,-34.00671107
b1909,leuZ,Leu tRNA,0.229714216,-0.499968362,-0.270254146,0.286560104,-1.683188585,-1.39662848,-1.519551169,0.004820007,-1.514731162,-1.079013138,0,-1.079013138
b1910,cysT,Cys tRNA,0.257149336,0.053245075,0.310394411,-0.373566985,-0.055041781,-0.428608766,0.255033621,-0.337272662,-0.082239041,0.329897091,-0.499445265,-0.169548173
b1911,glyW,Gly tRNA,0.951174422,-0.951174422,0,-0.335292436,0.313635714,-0.021656722,-0.26249476,0,-0.26249476,0.165066488,-0.165066488,0
b1912,pgsA,phosphatidylglycerophosphate synthetase,1.539167035,-1.402511876,0.136655159,1.882081793,-2.034521749,-0.152439956,-0.133688375,1.407444759,1.273756384,0.385602015,0.230666772,0.616268787
b1913,uvrC,"excinuclease UvrABC, endonuclease subunit",7.065740152,-3.03476626,4.030973892,7.521609758,-13.65439644,-6.13278668,15.06219078,4.737535327,19.7997261,8.622801265,-10.10575578,-1.482954515
b1914,uvrY,response regulator in two-component regulatory system with BarA,2.228133786,0.843018279,3.071152066,-0.104638138,-1.465040308,-1.569678446,0.833390505,1.956307901,2.789698405,6.059493522,-8.515306244,-2.455812722
b1915,yecF,DUF2594 family protein,-3.254524595,0.987897729,-2.266626866,-0.250853336,5.899687932,5.648834596,-3.95064965,0.16937156,-3.781278091,-2.868321872,-0.703125807,-3.57144768
b1916,sdiA,quorum-sensing transcriptional activator,-0.028161096,1.972804609,1.944643513,-5.037534685,1.682801864,-3.354732821,-15.20001383,-0.125852751,-15.32586658,-8.761790453,-3.764243419,-12.52603387
b1917,yecC,putative ABC superfamily transporter ATP-binding subunit,-4.80673124,4.177131293,-0.629599947,-0.214358553,9.367900075,9.153541523,-32.00472816,-5.789449035,-37.79417719,-21.7226232,-7.020923008,-28.7435462
b1918,yecS,ABC family putative inner membrane permease,2.821362402,-2.434082967,0.387279435,0.861937579,0.00976143,0.871699009,0.215515848,0.496038363,0.711554211,2.548928081,-6.309373891,-3.76044581
b1919,dcyD,"D-cysteine desulfhydrase, PLP-dependent",7.438385428,-1.34895469,6.089430739,3.581307997,-5.131819586,-1.550511589,0.455957172,3.373366064,3.829323235,-3.135290792,-0.106073853,-3.241364645
b1920,fliY,cystine transporter subunit,1.49320707,-0.179596421,1.313610649,2.343980724,-2.186056094,0.15792463,3.542836496,-0.162277425,3.380559071,-0.129916674,-3.575969877,-3.705886551
b1921,fliZ,RpoS antagonist; putative regulator of FliA activity,-3.236835608,-2.644639212,-5.88147482,2.449955757,2.634285527,5.084241284,-2.583591313,-0.434013321,-3.017604634,-2.05595332,-1.22297314,-3.27892646
b1922,fliA,"RNA polymerase, sigma 28 (sigma F) factor",0.919241532,-1.558372735,-0.639131203,7.591588559,-3.171827117,4.419761442,-4.332356263,0.448188455,-3.884167808,1.552455469,0.772139691,2.32459516
b1923,fliC,flagellar filament structural protein (flagellin),-124.920235,21.43785463,-103.4823804,-67.54670905,-39.2199218,-106.7666309,15.63690708,-51.55879754,-35.92189046,76.42164838,-139.3828833,-62.96123494
b1924,fliD,flagellar filament capping protein,0.033155093,0.565359515,0.598514609,-2.597113852,0.246086207,-2.351027645,-13.19052499,4.610651433,-8.579873553,-6.918050201,0.218371576,-6.699678625
b1925,fliS,flagellar protein potentiates polymerization,0.314421511,-0.441523759,-0.127102248,-1.099308061,0.30870402,-0.790604041,-0.718427461,-0.126217903,-0.844645364,0.674562307,0.242026775,0.916589082
b1926,fliT,putative flagellar synthesis and assembly chaperone,0.776401566,2.031295976,2.807697542,-0.948712691,0.436036396,-0.512676296,-0.730802145,3.213225306,2.482423161,-0.937007012,-0.960477264,-1.897484276
b1927,amyA,cytoplasmic alpha-amylase,-5.937190293,-6.55919484,-12.49638513,-11.65187692,-3.310601215,-14.96247814,-8.989373263,1.350505768,-7.638867495,-1.445618885,-10.81597334,-12.26159222
b1928,yedD,lipoprotein,5.18168807,-2.987447824,2.194240246,-2.945801885,-0.430323149,-3.376125034,-10.21295243,-1.627722973,-11.8406754,-3.54157697,-3.577681865,-7.119258835
b1929,yedE,UPF0394 family sulfur transport domain-containing inner membrane protein,-0.039610722,7.101648756,7.062038034,6.227997644,6.714507817,12.94250546,2.390604253,6.656488346,9.047092599,0.064785009,4.779211377,4.843996386
b1930,yedF,putative TusA family sulfurtransferase,0.29109672,1.041286179,1.3323829,-0.192409851,6.441583095,6.249173244,-1.23723178,2.610072276,1.372840496,0.043924712,-0.341971773,-0.298047061
b1931,yedK,DUF159 family protein,1.151847819,2.192809054,3.344656872,2.182326235,22.8842353,25.06656153,-0.883160315,-0.752728875,-1.63588919,-1.249724536,6.179534511,4.929809975
b1932,yedL,putative acyl transferase,5.392820883,2.590729054,7.983549938,5.288410222,20.27297929,25.56138952,-2.821344044,1.378360569,-1.442983476,3.779991049,0.809485785,4.589476834
b1937,fliE,flagellar basal-body component,0.853027793,-0.980789682,-0.127761889,3.896919657,-0.936374843,2.960544814,-0.440363411,0.028832949,-0.411530463,-0.404967125,2.292416098,1.887448973
b1938,fliF,flagellar basal-body MS-ring and collar protein,-1.469910904,0.368509798,-1.101401106,-0.687999577,3.084526583,2.396527006,-2.553361721,3.829747909,1.276386188,-0.155526365,1.352305948,1.196779583
b1939,fliG,flagellar motor switching and energizing component,2.326901832,-5.925797385,-3.598895553,1.875859747,0.732375892,2.608235638,-0.812322842,2.108767139,1.296444297,1.838933239,2.705685364,4.544618603
b1940,fliH,negative regulator of FliI ATPase activity,-0.713423216,0.779004741,0.065581524,-0.941141436,1.933672051,0.992530615,0.278480268,1.491848688,1.770328956,-0.112682009,2.814571435,2.701889427
b1941,fliI,flagellum-specific ATP synthase,2.231621393,-1.432869598,0.798751796,5.594403724,-1.136486053,4.457917671,0.274920126,2.520985874,2.795906,1.197840619,8.587719017,9.785559635
b1942,fliJ,flagellar protein,0.042006341,-0.170912377,-0.128906037,-0.255883464,-0.52282541,-0.778708874,-1.503832222,1.114010969,-0.389821253,0.4456497,5.437004793,5.882654494
b1943,fliK,flagellar hook-length control protein,7.532085633,11.52379633,19.05588197,-10.85663795,-0.421191158,-11.27782911,12.41688157,0.46581014,12.88269171,10.02673927,20.63039088,30.65713015
b1944,fliL,flagellar biosynthesis protein,-1.799664536,-0.039294247,-1.838958782,9.875399838,-2.813194092,7.062205746,15.13934489,-2.111293763,13.02805113,8.811580386,18.40419435,27.21577474
b1945,fliM,flagellar motor switching and energizing component,17.11426349,-16.37705456,0.737208932,14.07568412,-9.30033269,4.775351428,19.13742279,-3.521369758,15.61605304,7.401518238,3.149017288,10.55053553
b1946,fliN,flagellar motor switching and energizing component,0.502277612,0.554260174,1.056537786,1.450695715,-0.278686399,1.172009316,-1.058259836,0.585857801,-0.472402035,-2.293712544,1.950132564,-0.34357998
b1947,fliO,flagellar biosynthesis protein,3.739763417,-2.366759524,1.373003893,0.452347831,2.814517712,3.266865543,1.75208645,-0.296371462,1.455714988,-0.234421673,0.262329564,0.027907891
b1948,fliP,flagellar biosynthesis protein,2.50421439,-2.0850138,0.41920059,-2.607479582,5.20772317,2.600243588,-4.607626619,3.307962122,-1.299664497,1.189216223,-0.687861904,0.501354319
b1949,fliQ,flagellar biosynthesis protein,-10.14473377,-4.939138939,-15.0838727,-6.372120448,0.671095081,-5.701025367,-0.856693939,-1.123845822,-1.980539761,-1.45287776,-0.794849927,-2.247727687
b1950,fliR,flagellar export pore protein,-150.6869017,-16.21146104,-166.8983628,-95.79183639,-26.25856345,-122.0503998,-4.55563544,-5.364305546,-9.919940986,4.859323445,-8.957538373,-4.098214928
b1951,rcsA,transcriptional regulator of colanic acid capsular biosynthesis,-29.59986099,2.28818795,-27.31167304,29.8704522,-57.23567479,-27.36522258,-6.715722374,0.903972322,-5.811750052,-9.842334258,-3.953373221,-13.79570748
b1952,dsrB,uncharacterized protein,-34.48905707,-7.816958958,-42.30601603,-30.72748111,-39.79463012,-70.52211124,-0.026192895,0.86003258,0.833839686,5.845858709,-5.930236593,-0.084377884
b1953,yodD,uncharacterized protein,17.59472698,0.042410727,17.63713771,11.5543478,-11.00484799,0.549499815,-2.167065518,-6.480892948,-8.647958465,-8.285009908,-3.192816795,-11.4778267
b1954,dsrA,-,513.9332053,-300.3317992,213.6014061,1487.797772,-735.5537012,752.2440712,202.9105081,-88.14681905,114.763689,88.23985636,-22.5911747,65.64868166
b1955,yedP,putative mannosyl-3-phosphoglycerate phosphatase,-5.550069238,0.61940856,-4.930660677,0.611099253,-4.473902685,-3.862803433,-6.299785024,0.663690816,-5.636094209,0.71927485,2.231576183,2.950851033
b1956,yedQ,putative membrane-anchored diguanylate cyclase,349.0848064,-88.4475429,260.6372635,480.9768435,-169.2793254,311.6975181,161.1679307,121.1186193,282.28655,118.1241909,-26.60676185,91.51742909
b1957,yodC,uncharacterized protein,0.551289673,-0.966675502,-0.415385829,0.102402639,0.173762748,0.276165387,-1.082869926,0.179916906,-0.902953021,0.316453604,-1.897488969,-1.581035365
b1958,yedI,DUF808 family inner membrane protein,-0.526789554,0.399142113,-0.127647442,-1.0751604,0.86245887,-0.212701531,-1.193201269,0.419420171,-0.773781098,0.03355066,1.268066902,1.301617562
b1959,yedA,"amino acid exporter for phenylalanine, threonine",-3.771092628,-4.949030239,-8.720122866,-20.75127485,-3.024685646,-23.77596049,-38.54418537,-6.444108337,-44.9882937,-24.06335846,-1.08121465,-25.14457311
b1960,vsr,DNA mismatch endonuclease of very short patch repair,-4.256055866,-2.760377875,-7.016433741,-1.068409857,-10.64107368,-11.70948354,3.644710516,-0.427521483,3.217189033,1.917100442,-2.703114131,-0.786013689
b1961,dcm,DNA cytosine methyltransferase,2.146828331,1.628287348,3.775115679,-2.848177696,3.076616,0.228438304,0.587652115,2.575081017,3.162733132,2.433336948,1.925360441,4.358697389
b1962,yedJ,putative HD superfamily phosphohydrolase,1.00461788,3.516364214,4.520982094,-3.550658094,5.189463508,1.638805415,3.952889232,2.492409596,6.445298828,-0.317415173,-1.159362928,-1.476778101
b1963,yedR,inner membrane protein,1.371828101,-0.563758481,0.80806962,-0.421759716,0.92611206,0.504352344,-1.035618518,0.544421568,-0.49119695,-0.799329116,0.129522426,-0.66980669
b4603,rseX,-,0,0,0,0,1.54844995,1.54844995,0.183274126,-0.183274126,0,0,0.193827936,0.193827936
b1967,hchA,glyoxalase III and Hsp31 molecular chaperone,-0.741947176,4.632805924,3.890858748,3.226319112,-4.360363248,-1.134044137,-23.76288582,-1.119004771,-24.88189059,-2.383241663,-9.517588684,-11.90083035
b1968,yedV,putative sensory kinase in two-component regulatory system with YedW,2.787254017,5.730171765,8.517425782,-0.17905452,5.214140692,5.035086172,0.173819971,-0.587548513,-0.413728542,0.821288651,-3.152433174,-2.331144523
b1969,yedW,response regulator family protein,-1.222530422,0.511296608,-0.711233815,1.529850733,-0.296053177,1.233797557,-1.06714577,0.023473884,-1.043671887,-0.000693521,-0.812060157,-0.812753678
b1970,hiuH,hydroxyisourate hydrolase,6.886133547,2.173100525,9.059234072,14.95493483,6.037108235,20.99204306,-4.840827559,3.166800908,-1.674026651,-2.979559141,-3.221008446,-6.200567587
b1971,yedY,"membrane-anchored, periplasmic TMAO, DMSO reductase",0.528514275,2.328717033,2.857231307,1.987226475,0.662115236,2.649341711,-0.639451017,-0.342327594,-0.981778611,-1.239689148,3.335908498,2.096219351
b1972,yedZ,inner membrane heme subunit for periplasmic YedYZ reductase,2.151328528,-2.86906392,-0.717735392,3.403113386,-2.956765422,0.446347964,0.579252175,-0.162155524,0.417096652,-2.693271685,-3.332119087,-6.025390772
b1973,zinT,"zinc and cadmium binding protein, periplasmic",0.510748738,0.114987087,0.625735825,0.127007352,-0.127753241,-0.000745889,-4.727884544,0.786161136,-3.941723409,-1.362124701,-0.767212922,-2.129337623
b1974,yodB,cytochrome b561 homolog,-3.870996309,-0.381280189,-4.252276498,-3.705390642,0.218324142,-3.4870665,-14.16488775,-0.203517858,-14.36840561,-12.66800441,-1.935084728,-14.60308914
b1975,serU,Ser tRNA,-6.82110629,-3.285047589,-10.10615388,-43.57310066,-10.36097514,-53.93407579,1.313323796,-2.505987144,-1.192663349,-0.477093175,-4.46094916,-4.938042334
b1976,mtfA,anti-repressor for DgsA(Mlc),7.08124935,-11.5755242,-4.494274852,10.53133109,0.755171978,11.28650307,10.25445988,-10.7643135,-0.509853612,0.56094688,4.179016453,4.739963333
b1977,asnT,Asn tRNA,0.799071185,-3.285684984,-2.486613799,2.710325182,-1.808463076,0.901862106,4.935045641,-6.209084892,-1.274039251,1.373862202,-0.540425674,0.833436528
b1978,yeeJ,putative adhesin,33.66468643,-18.47081418,15.19387225,37.04187725,77.77744568,114.8193229,27.88955088,-4.04137725,23.84817363,32.96243728,-46.22640053,-13.26396325
b1981,shiA,shikimate transporter,1.678633742,-3.530460887,-1.851827145,-2.899627336,4.354018998,1.454391662,-2.259580839,-1.462811991,-3.722392829,-0.242113614,-4.291356696,-4.53347031
b1982,amn,AMP nucleosidase,0.740696871,6.294450769,7.03514764,-7.222767289,0.405348119,-6.817419171,-5.140886532,0.885855147,-4.255031385,2.196067642,-5.608043411,-3.411975769
b1983,yeeN,UPF0082 family protein,0.810575594,-0.83231633,-0.021740735,-1.942078619,2.923069057,0.980990438,-11.88913079,-1.606063108,-13.49519389,-1.90204256,-1.015249966,-2.917292526
b1984,asnW,Asn tRNA,0,0,0,0,0.921806355,0.921806355,0,0,0,0,0,0
b1985,yeeO,"putative multdrug exporter, MATE family",1.394318129,-1.128240376,0.266077753,4.042334245,-3.070840928,0.971493317,0.924027499,0.243441816,1.167469315,-0.713555535,-0.13899752,-0.852553055
b1986,asnU,Asn tRNA,3.412141396,-2.26664329,1.145498106,0.9756831,1.314023042,2.289706142,2.618259905,-0.673536285,1.94472362,1.13046184,1.221410517,2.351872356
b1987,cbl,ssuEADCB/tauABCD operon transcriptional activator,40.63579331,-34.6419648,5.99382851,-31.57105806,18.68899698,-12.88206108,-268.5597736,24.60418292,-243.9555907,-201.959095,-29.01658392,-230.9756789
b1988,nac,nitrogen assimilation regulon transcriptional regulator; autorepressor,-0.890564251,3.937242823,3.046678572,-7.81352776,2.461722269,-5.351805491,-33.80540739,4.599707802,-29.20569959,-4.43818288,-3.08859896,-7.52678184
b1989,asnV,Asn tRNA,6.429950015,-8.629042807,-2.199092792,13.05193163,-16.36230805,-3.310376428,7.814170758,-6.446261166,1.367909593,7.317081242,-7.187430418,0.129650825
b1990,ldtA,"L,D-transpeptidase linking Lpp to murein",3.0509902,9.499355245,12.55034545,-9.109358658,-6.316382243,-15.4257409,-111.890319,-2.83691006,-114.7272291,-45.26832337,-21.41146201,-66.67978538
b1991,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,1.892254913,4.048431638,5.940686551,-1.844464304,2.574594775,0.730130472,-19.00919147,3.274490079,-15.73470139,-9.75064434,-2.926166062,-12.6768104
b1992,cobS,cobalamin synthase,1.322891237,-0.482386296,0.840504941,0.949084477,0.843862207,1.792946684,-2.043853432,2.118422716,0.074569285,-1.500091641,2.879549655,1.379458014
b1993,cobU,bifunctional cobinamide kinase/ cobinamide phosphate guanylyltransferase,0.151674114,-0.126757981,0.024916133,-2.53916615,-0.488431152,-3.027597302,-0.804849895,2.065261645,1.26041175,0.880216268,0.189115926,1.069332193
b1994,insH1,IS5 transposase and trans-activator,-0.711709757,-0.421979331,-1.133689089,-0.730686806,6.259258043,5.528571236,-0.55654401,-3.555320494,-4.111864504,1.028679045,1.230542547,2.259221592
b1996,insD1,IS2 transposase TnpB,11.52384515,-0.502709475,11.02113567,33.20911614,23.28438827,56.49350441,-25.87304729,0.016818692,-25.8562286,-24.14539188,27.70020364,3.554811765
b1997,insC1,IS2 repressor TnpA,-0.061177798,1.152072479,1.090894681,-1.744870812,-0.516056337,-2.260927148,-1.958163384,0.556010593,-1.402152792,-3.264315377,0.511911605,-2.752403773
b4435,isrC,-,0,0.264797376,0.264797376,-0.421759716,0.313635714,-0.108124002,0.080432933,1.172633987,1.25306692,-0.068020125,-0.47307505,-0.541095175
b2000,flu,CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter,-240.2922602,-12.63072743,-252.9229876,16.53062765,-68.491374,-51.96074635,0.337243725,-29.16897168,-28.83172795,46.60203718,-14.963317,31.63872018
b2001,yeeR,CP4-44 prophage; putative membrane protein,14.42228005,24.88165115,39.30393119,48.9777824,70.82427401,119.8020564,-1.827754983,20.85742275,19.02966776,9.1245362,117.3472247,126.4717609
b2002,yeeS,CP4-44 prophage; putative DNA repair protein,-9.340713233,-1.509621375,-10.85033461,8.482708203,-4.132323443,4.35038476,7.70845467,4.217667023,11.92612169,4.928616593,13.92558744,18.85420403
b2003,yeeT,CP4-44 prophage; uncharacterized protein,-5.01949013,-5.19380738,-10.21329751,-1.32910083,-1.105774663,-2.434875493,1.848300608,1.961160788,3.809461395,5.425199863,4.676293308,10.10149317
b2004,cbeA,CP4-44 prophage; cytoskeleton bundling-enhancing factor A; CbtA antitoxin,-6.080082815,-1.183165787,-7.263248603,-3.111838493,1.631903325,-1.479935168,4.342915363,3.29308299,7.635998353,0.540875065,0.315797315,0.85667238
b2005,cbtA,CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system,-10.0171918,26.2458452,16.22865339,14.75454012,29.31339451,44.06793463,-7.917580393,23.20710692,15.28952653,-5.990944938,30.56237847,24.57143353
b2007,yeeX,UPF0265 family protein,-8.999921502,1.614417597,-7.385503905,1.405620449,-11.67625706,-10.27063661,2.075667994,-3.622448091,-1.546780097,1.102086957,-9.124972982,-8.022886025
b2008,yeeA,"putative transporter, FUSC family inner membrane protein",-6.275218747,0.495976075,-5.779242671,4.205211101,-1.055412205,3.149798896,3.042790088,-5.948422716,-2.905632628,4.015254853,-8.231870913,-4.21661606
b2009,sbmC,DNA gyrase inhibitor,2.680768151,0.237195325,2.917963476,2.916603932,-1.304378106,1.612225826,0.673048135,1.577207162,2.250255297,0.177705566,4.039086372,4.216791938
b2010,dacD,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6b),4.961722732,2.616063463,7.577786194,24.10962589,63.91251748,88.02214336,6.787626441,3.108274041,9.895900481,-2.60646719,33.29470629,30.6882391
b2011,sbcB,exodeoxyribonuclease I; exonuclease I,52.66947978,40.19161323,92.861093,41.15522162,141.2193095,182.3745311,30.76525573,49.98629756,80.75155328,138.8736105,153.5472761,292.4208866
b2012,yeeD,putative TusA family sulfurtransferase,-22.43181667,9.973857818,-12.45795885,-1.057176363,19.24946414,18.19228778,-7.184919825,-5.004927306,-12.18984713,-9.943018325,13.6400908,3.697072473
b2013,yeeE,UPF0394 family inner membrane protein,-0.524555618,0.870070268,0.345514651,-0.790007668,5.749677234,4.959669565,-1.36639547,-2.040512098,-3.406907567,1.061515718,3.446376284,4.507892002
b2014,plaP,"putrescine importer, low affinity",1.906216479,-0.855072145,1.051144334,3.308384283,9.962133247,13.27051753,3.264055976,6.573598598,9.837654573,3.716213165,2.919403164,6.635616329
b4678,yoeI,uncharacterized protein,0.283945243,1.33712769,1.621072932,0.336446431,-0.146748324,0.189698107,0.556401778,0.349577219,0.905978997,0.500018624,-0.108268207,0.391750417
b2015,yeeY,LysR family putative transcriptional regulator,1.848647574,0.039060563,1.887708137,3.286102167,3.231997829,6.518099996,-0.913213869,0.315388344,-0.597825525,0.376904232,0.869916321,1.246820553
b2016,yeeZ,putative epimerase,5.408270461,-4.053728866,1.354541595,8.195018532,1.163183272,9.358201803,6.814107343,-1.453698277,5.360409066,4.220380861,-5.21142635,-0.991045489
b4539,yoeB,toxin of the YoeB-YefM toxin-antitoxin system,1.987033112,-0.357237337,1.629795775,5.057566504,4.998365571,10.05593207,-0.345663582,-0.653865745,-0.999529327,0.08840559,-0.334024118,-0.245618528
b2017,yefM,antitoxin of the YoeB-YefM toxin-antitoxin system,-2.636682605,1.616932042,-1.019750563,4.809232368,2.499127869,7.308360237,-0.560687257,-0.220910263,-0.781597521,0.742428107,-3.523297027,-2.78086892
b2018,hisL,his operon leader peptide,0,0,0,-1.068299517,0.30870402,-0.759595498,-0.261645818,0,-0.261645818,-0.914063599,-0.177529321,-1.09159292
b2019,hisG,ATP phosphoribosyltransferase,8.573142028,2.668519609,11.24166164,-1.335022313,-1.22424274,-2.559265053,-6.603936587,-0.305801663,-6.90973825,-8.811203596,7.742585706,-1.06861789
b2020,hisD,bifunctional histidinal dehydrogenase/ histidinol dehydrogenase,2.157999034,1.584013129,3.742012162,2.173188994,5.203539064,7.376728058,-11.39823713,8.065516138,-3.332720988,-1.165597543,9.73162295,8.566025408
b2021,hisC,histidinol-phosphate aminotransferase,6.919131481,5.566816773,12.48594825,-1.42246073,6.495964598,5.073503868,-9.541365162,6.893886795,-2.647478368,-4.403272518,9.68211142,5.278838903
b2022,hisB,fused histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase,0.109841098,3.729164654,3.839005752,-0.298264127,1.010809468,0.712545341,-8.281129155,0.90205678,-7.379072375,-3.867738698,2.932591621,-0.935147077
b2023,hisH,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit with HisF",-0.510125556,0.548571037,0.038445481,-0.34380727,1.125551803,0.781744533,-3.923421611,2.544657243,-1.378764369,-0.918884966,2.010533687,1.091648721
b2024,hisA,N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase,-0.651981996,3.029874808,2.377892813,-2.96619152,2.759467005,-0.206724515,-17.77126542,5.991273375,-11.77999205,-6.441912891,8.212391844,1.770478953
b2025,hisF,"imidazole glycerol phosphate synthase, catalytic subunit with HisH",2.633329803,0.497494492,3.130824294,-12.70764754,16.08217182,3.374524283,-31.46033785,-0.19466914,-31.65500699,-18.31907908,24.73107159,6.411992518
b2026,hisI,fused phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase,-3.418664398,-1.093439535,-4.512103933,-15.88963849,43.41266644,27.52302795,-87.54723132,-5.68159019,-93.22882151,-31.18963876,31.21933383,0.029695075
b2027,wzzB,regulator of length of O-antigen component of lipopolysaccharide chains,2.812002277,0.351464795,3.163467072,-2.422431646,8.144663841,5.722232195,-2.691210874,-0.409834615,-3.10104549,-7.41960074,0.023457241,-7.3961435
b2028,ugd,UDP-glucose 6-dehydrogenase,-9.59495851,23.60893511,14.0139766,-2.359588575,22.49166692,20.13207834,-9.526195231,8.958216833,-0.567978397,6.612683153,-15.43777904,-8.825095886
b2029,gnd,"6-phosphogluconate dehydrogenase, decarboxylating",-6.367373385,-4.096990766,-10.46436415,2.504120563,-2.86388988,-0.359769318,-5.88756267,1.489441304,-4.398121366,-4.646016509,-6.917789237,-11.56380575
b2030,insH1,IS5 transposase and trans-activator,0.065094521,-0.043346782,0.021747739,0.006108225,4.629612342,4.635720567,-0.527159725,-1.213988194,-1.741147918,2.778594581,0.898348867,3.676943448
b2032,wbbK,lipopolysaccharide biosynthesis protein,0.637339128,0.972147809,1.609486938,1.490933693,-1.425328191,0.065605503,-1.162861816,0.182178578,-0.980683238,-0.421600615,-0.592254175,-1.01385479
b2033,wbbJ,putative lipopolysaccharide biosynthesis O-acetyl transferase,0.105130314,0.718111626,0.82324194,1.284422535,-0.6713202,0.613102335,-1.613561893,0,-1.613561893,-1.072764522,0.451771339,-0.620993183
b2034,wbbI,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",-1.028251523,-1.857890746,-2.886142269,-0.343359008,4.972817606,4.629458598,-2.184156775,-1.040569429,-3.224726204,-2.272603803,-0.215546607,-2.48815041
b2035,wbbH,O-antigen polymerase,0.032327418,0.339289451,0.371616869,0.198995799,1.155227419,1.354223217,-0.193063282,0.226050348,0.032987066,-0.045738989,-0.101717792,-0.147456781
b2036,glf,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",0.501193861,0.814475239,1.3156691,2.528129833,-2.241670004,0.286459829,-1.121642757,-0.153884688,-1.275527445,2.025000162,-1.222576235,0.802423928
b2037,wzxB,putative polisoprenol-linked O-antigen transporter,2.581830745,-0.415444477,2.166386269,1.713857169,11.17833241,12.89218958,-0.146735275,-0.153330737,-0.300066012,0.749702122,0.967056424,1.716758546
