,Name,Product,ML115_Empty_6hr_1,ML115_Empty_6hr_2,ML115_Empty_6hr_3,ML115_Empty_6hr_4,ML115_Empty_12hr_1,ML115_Empty_12hr_2,ML115_Empty_12hr_3,ML115_Empty_12hr_4,ML115_Empty_24hr_1,ML115_Empty_24hr_2,ML115_Empty_24hr_3,ML115_Empty_24hr_4,ML115_TE_6hr_1,ML115_TE_6hr_2,ML115_TE_6hr_3,ML115_TE_6hr_4,ML115_TE_12hr_1,ML115_TE_12hr_2,ML115_TE_12hr_3,ML115_TE_12hr_4,ML115_TE_24hr_1,ML115_TE_24hr_2,ML115_TE_24hr_3,ML115_TE_24hr_4,LAR1_Empty_6hr_1,LAR1_Empty_6hr_2,LAR1_Empty_6hr_3,LAR1_Empty_6hr_4,LAR1_Empty_12hr_1,LAR1_Empty_12hr_2,LAR1_Empty_12hr_3,LAR1_Empty_12hr_4,LAR1_Empty_24hr_1,LAR1_Empty_24hr_2,LAR1_Empty_24hr_3,LAR1_Empty_24hr_4,LAR1_TE_6hr_1,LAR1_TE_6hr_2,LAR1_TE_6hr_3,LAR1_TE_6hr_4,LAR1_TE_12hr_1,LAR1_TE_12hr_2,LAR1_TE_12hr_3,LAR1_TE_12hr_4,LAR1_TE_24hr_1,LAR1_TE_24hr_2,LAR1_TE_24hr_3,LAR1_TE_24hr_4
b2622,intA,CP4-57 prophage; integrase,23.84008088,19.9663958,28.72358875,24.86338143,27.19301452,28.16700699,29.82932295,25.50079427,27.53892705,27.6100168,42.21363983,21.97513351,23.61854408,20.31906094,23.27340182,8.047018465,17.50780298,12.76051358,15.83518557,5.751041547,48.70373047,40.53185495,16.30905714,27.16595374,36.74926644,36.63041445,42.20708152,23.89817925,20.40620866,15.39502654,21.61007765,13.04988654,28.90478598,21.66059423,24.99171554,22.8708396,39.08036787,38.47459295,39.3351762,33.24227678,15.62258025,19.14771264,22.06899924,30.22518047,13.25318189,19.91157008,14.93164999,25.58528759
b2623,yfjH,CP4-57 prophage; uncharacterized protein,6.219151534,8.168071009,1.914905917,1.081016584,5.911524896,0.971276103,2.057194686,1.888947724,3.177568506,5.112966074,6.207888211,2.996609115,1.687038863,0,2.738047273,1.341169744,3.501560597,1.595064198,4.524338735,2.875520773,3.652779786,3.684714086,3.763628572,2.469632159,7.349853287,6.279499619,3.332138014,3.258842625,1.511571012,0,0.675314926,4.349962179,1.521304525,0.773592651,0,1.386111491,2.949461726,6.870463027,2.034578079,1.477434523,3.55058642,1.320531906,3.343787763,0.62969126,0.779598935,1.474931117,0,0
b2624,alpA,CP4-57 prophage; DNA-binding transcriptional activator,1.036525256,1.815126891,0.957452958,0,0,0,0,0.944473862,0,0,1.241577642,0,0,0,0,0,0,0,0,0,0,0,0,0,4.199916164,1.04658327,1.110712671,0,0,0,0,0,0,0,0,0.693055745,1.474730863,0,0,0,0.710117284,0,0,0.62969126,0,0,0,0
b2625,yfjI,CP4-57 prophage; uncharacterized protein,5.182626279,3.630253782,1.914905917,3.243049752,2.364609958,0.971276103,0,1.888947724,1.059189502,4.090372859,0,0,1.687038863,1.563004688,1.369023637,5.364678977,0,1.595064198,0,1.437760387,7.305559571,12.28238029,7.527257144,3.704448238,3.149937123,0,1.110712671,5.431404375,2.267356518,2.199289506,1.350629853,0,0,3.094370604,1.514649427,0.693055745,1.474730863,4.809324119,1.356385386,6.648455355,4.260703704,1.980797859,3.343787763,1.88907378,4.677593607,1.474931117,4.977216663,0
b2626,yfjJ,CP4-57 prophage; uncharacterized protein,7.25567679,4.537817227,0.957452958,2.162033168,5.911524896,2.913828309,0,0,1.059189502,3.067779644,0,2.996609115,5.061116588,1.563004688,4.10707091,0,0,4.785192593,0,2.875520773,3.652779786,6.141190143,2.509085715,2.469632159,4.199916164,5.23291635,4.442850686,4.3451235,1.511571012,0.733096502,0.675314926,0,0.760652263,1.547185302,1.514649427,2.772222982,8.111019747,10.30569454,9.494697703,2.216151785,2.840469136,2.641063812,5.350060421,4.407838819,1.559197869,4.424793352,0,1.55062349
b2627,yfjK,"DEAD/H helicase-like protein, CP4-57 putative defective prophage",35.24185869,33.57984748,22.978871,28.10643118,23.64609958,26.22445478,31.88651763,17.94500337,14.82865303,18.40667787,21.10681992,26.96948203,16.87038863,21.88206563,20.53535455,14.75286719,26.26170448,28.71115556,15.83518557,24.44192657,17.04630567,40.53185495,40.14537143,28.40076982,92.39815561,77.44716197,75.52846166,83.64362737,39.30084631,40.32030762,47.94735978,40.599647,44.87848349,57.24585618,34.83693681,44.35556771,87.00912092,102.3698991,82.06131586,77.56531248,38.34633333,50.18021244,44.80675603,39.67054937,50.67393075,27.28622567,52.26077496,59.69900437
b2628,yfjL,"CP4-57 putative defective prophage, DUF4297/DUF1837 polymorphic toxin family protein",42.49753548,49.00842606,56.48972454,37.83558044,37.83375933,42.73614853,28.8007256,36.83448061,16.94703203,29.65520323,19.86524228,19.9773941,48.92412702,45.32713595,35.59461455,28.16456463,22.76014388,20.73583457,27.14603241,24.44192657,14.61111914,23.33652254,31.36357143,17.28742511,60.89878438,55.46891331,72.19632365,64.09057162,32.49877676,41.05340412,39.16826574,48.57457767,36.5113086,38.67963255,34.0796121,36.03889876,51.61558021,71.45281548,67.14107661,54.66507737,28.40469136,40.27622314,39.45669561,38.41116685,35.86155099,41.29807128,29.03376387,26.36059933
b2629,yfjM,CP4-57 prophage; uncharacterized protein,9.328727301,13.61345168,7.659623666,6.486099503,3.546914938,6.798932721,10.28597343,10.38921248,6.355137012,8.180745718,6.207888211,3.99547882,6.748155451,12.5040375,15.05926,12.0705277,1.750780298,11.16544938,4.524338735,17.25312464,9.740746095,8.597666201,2.509085715,13.58297687,7.349853287,10.4658327,7.7749887,13.0353705,6.046284048,3.665482511,5.402519412,4.349962179,7.606522625,2.320777953,5.301272993,2.079167236,9.58575061,15.80206496,11.52927578,14.03562797,10.65175926,9.243723343,12.03763595,11.33444268,3.897994673,3.687327793,9.954433326,9.303740941
b2630,rnlA,CP4-57 prophage; RNase LS,46.64363651,43.56304538,42.12793016,42.15964677,24.82840456,45.64997684,51.42986715,32.1121113,67.78812813,67.49115218,50.90468333,65.92540053,43.86301043,29.69708907,79.40337092,44.25860156,38.51716657,41.47166914,18.09735494,23.00416619,68.18522266,52.81423523,55.19988572,64.21043612,28.34943411,27.21116502,19.99282809,29.32958362,30.23142024,32.98934259,29.71385676,27.54976047,25.10152466,23.20777953,29.53566382,27.72222982,23.59569381,30.23003732,31.19686388,22.16151785,39.05645062,33.67356361,35.44415029,30.22518047,18.71037443,19.91157008,21.56793887,18.60748188
b2631,rnlB,CP4-57 prophage; uncharacterized protein,60.11846483,85.31096388,58.40463045,61.61794528,28.3753195,32.0521114,23.65773889,45.33474536,51.9002856,54.19744038,44.69679512,42.95139731,59.0463602,70.33521095,49.28485092,33.52924361,40.26794686,30.30621975,47.50555672,37.38177005,20.69908545,29.47771269,25.09085715,19.75705727,15.74968562,14.65216578,16.66069007,15.20793225,34.01034777,26.39147408,20.25944779,21.7498109,49.44239706,37.9060399,29.53566382,40.19723323,11.06048147,13.05387975,10.85108309,17.72921428,17.7529321,25.09010622,26.75030211,24.55795913,6.236791476,4.424793352,10.78396944,4.65187047
b2632,yfjP,CP4-57 prophage; 50S ribosome-binding GTPase family protein,9.328727301,4.537817227,6.702170708,3.243049752,14.18765975,10.68403713,10.28597343,12.2781602,14.82865303,9.203338933,9.932621138,6.992087935,10.12223318,9.378028127,8.214141819,5.364678977,3.501560597,7.975320988,9.04867747,1.437760387,8.523152833,4.912952115,21.32722857,6.174080396,4.199916164,14.65216578,7.7749887,9.776527874,5.290498542,7.330965021,4.051889559,9.424918055,7.606522625,9.283111812,17.41846841,9.00972469,8.111019747,6.183416724,4.069156158,8.125889879,8.521407407,9.243723343,6.687575527,5.667221339,7.016390411,14.01184561,4.977216663,3.876558725
b2633,yfjQ,CP4-57 prophage; uncharacterized protein,23.84008088,22.68908614,23.93632396,22.70134826,40.19836929,32.0521114,30.85792029,21.72289882,42.36758008,48.0618811,47.1799504,32.96270026,26.99262181,17.19305157,15.05926,22.79988565,35.01560597,15.95064198,9.04867747,8.62656232,13.39352588,14.73885634,12.54542857,33.34003414,12.59974849,5.23291635,7.7749887,8.690246999,6.046284048,11.72954403,12.15566868,10.87490545,17.49500204,22.43418688,19.69044255,24.95000683,11.06048147,8.244555632,4.747348851,5.171020832,7.811290123,7.262925484,8.693848185,8.185986378,6.236791476,4.424793352,7.465824994,9.303740941
b2634,yfjR,CP4-57 prophage; putative DNA-binding transcriptional regulator,39.38795972,31.76472059,32.55340058,36.75456385,29.55762448,16.51169375,19.54334952,30.22316358,55.07785411,34.7681693,54.62941626,45.94800643,30.36669953,18.75605625,26.01144909,29.50573437,31.51404537,22.33089877,36.19470988,27.31744735,29.22223828,38.07537889,18.81814286,25.93113766,27.29945507,17.79191559,17.77140274,16.29421312,18.89463765,16.12812305,19.58413287,18.12484241,25.86217693,27.84933544,26.50636497,20.79167236,12.53521234,15.11501866,16.27662463,14.77434523,15.62258025,23.76957431,18.72521147,15.7422815,19.48997336,28.76115679,19.07933054,17.83217014
b2635,ypjK,CP4-57 prophage; putative inner membrane protein,2.073050511,4.537817227,2.872358875,5.405082919,0,4.856380515,4.114389372,3.777895447,4.236758008,3.067779644,2.483155284,2.996609115,5.061116588,1.563004688,2.738047273,5.364678977,3.501560597,3.190128395,4.524338735,0,1.217593262,2.456476057,6.272714286,0,3.149937123,3.13974981,6.664276029,2.17256175,3.77892753,2.199289506,2.025944779,2.899974786,0.760652263,3.094370604,0,3.465278727,1.474730863,2.748185211,4.747348851,1.477434523,4.970820988,2.641063812,4.681302869,2.518765039,3.118395738,0.737465559,5.806752773,5.427182216
b2636,yfjS,CP4-57 prophage; uncharacterized protein,7.25567679,9.9831979,1.914905917,5.405082919,5.911524896,5.827656618,8.228778744,1.888947724,5.29594751,6.135559289,3.724732927,2.996609115,3.374077726,4.689014063,5.476094546,6.705848721,7.003121194,4.785192593,0,2.875520773,0,11.05414226,2.509085715,2.469632159,9.44981137,4.18633308,6.664276029,1.086280875,7.55785506,8.064061523,5.402519412,5.799949572,6.0852181,7.73592651,9.08789656,6.930557454,10.32311604,5.496370421,8.138312316,6.648455355,4.260703704,8.58345739,5.350060421,5.037530079,2.338796804,2.949862235,9.954433326,5.427182216
b2637,yfjT,CP4-57 prophage; putative periplasmic protein,19.69397986,19.9663958,25.85122987,29.18744776,70.93829875,78.67336434,64.80163261,95.39186004,72.02488614,69.53633861,91.87674552,50.94235495,35.42781612,29.69708907,21.90437818,24.1410554,40.26794686,35.09141235,29.40820178,41.69505121,14.61111914,14.73885634,20.07268572,11.11334471,5.249895205,9.419249429,9.996414043,14.12165137,35.52191878,34.4555356,47.27204485,47.84958397,64.65544231,37.9060399,32.56496267,42.96945622,16.95940493,14.42797236,18.31120271,17.72921428,26.27433951,29.71196789,28.08781721,21.40950284,16.37157763,12.5369145,10.78396944,10.85436443
b2642,yfjW,CP4-57 prophage; putative inner membrane protein,0,0.907563445,0,1.081016584,0,0,1.028597343,0,0,1.022593215,0,0,0,0,0,4.023509233,0,0,0,4.31328116,3.652779786,4.912952115,2.509085715,7.408896476,0,0,3.332138014,1.086280875,3.023142024,0,0,1.449987393,0,3.094370604,0.757324713,0,0.737365432,2.748185211,0,0,0.710117284,0,1.337515105,0.62969126,3.118395738,1.474931117,1.659072221,0.775311745
b2643,yfjX,CP4-57 prophage; putative antirestriction protein,26.94965665,25.41177647,23.93632396,38.91659702,27.19301452,20.39679816,20.57194686,17.94500337,14.82865303,11.24852536,17.38208699,16.98078498,32.05373839,20.31906094,26.01144909,18.77637642,17.50780298,25.52102716,13.5730162,10.06432271,9.740746095,6.141190143,1.254542857,6.174080396,26.24947603,12.55899924,18.88211542,13.0353705,20.40620866,29.32386008,18.23350301,19.57482981,19.01630656,13.15107507,18.17579312,20.79167236,17.69677036,16.48911126,10.1728904,17.72921428,17.04281481,15.18611692,16.05018126,11.96413394,10.91438508,16.22424229,17.42025832,17.83217014
b2644,yfjY,CP4-57 prophage; putative DNA repair protein,8.292202046,8.168071009,11.4894355,9.729149255,14.18765975,3.885104412,4.114389372,10.38921248,7.414326514,13.29371179,8.691043495,5.99321823,6.748155451,7.815023439,2.738047273,4.023509233,5.252340895,1.595064198,6.786508102,1.437760387,7.305559571,8.597666201,2.509085715,8.643712555,4.199916164,5.23291635,7.7749887,4.3451235,9.069426072,10.99644753,17.55818809,13.04988654,8.367174888,7.73592651,14.38916955,4.851390218,10.32311604,8.244555632,9.494697703,8.864607141,9.231524691,7.923191437,14.04390861,11.33444268,3.118395738,10.32451782,11.61350555,6.977805706
b4548,ypjJ,uncharacterized protein,3.109575767,1.815126891,2.872358875,3.243049752,2.364609958,0,1.028597343,2.833421585,3.177568506,0,1.241577642,1.99773941,5.061116588,0,1.369023637,2.682339488,3.501560597,1.595064198,2.262169367,0,1.217593262,2.456476057,7.527257144,11.11334471,0,0,1.110712671,0,3.77892753,5.131675515,2.701259706,5.799949572,3.04260905,3.094370604,0.757324713,1.386111491,1.474730863,2.061138908,1.356385386,2.954869047,4.260703704,4.621861672,2.675030211,1.25938252,9.355187215,2.949862235,0.82953611,1.55062349
b2645,yfjZ,CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system,3.109575767,9.075634455,6.702170708,9.729149255,1.182304979,5.827656618,6.171584058,4.722369309,2.118379004,8.180745718,6.207888211,0.998869705,1.687038863,3.126009376,1.369023637,2.682339488,0,1.595064198,9.04867747,4.31328116,2.435186524,4.912952115,2.509085715,3.704448238,2.099958082,2.09316654,6.664276029,0,2.267356518,3.665482511,6.753149265,7.974930662,2.281956788,13.92466772,4.54394828,10.39583618,5.898923452,1.374092605,2.712770772,3.693586309,6.391055555,7.262925484,9.362605737,9.445368898,8.57558828,6.637190028,4.147680552,11.62967618
b2646,ypjF,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,3.109575767,0,0.957452958,8.648132671,3.546914938,11.65531324,5.142986715,2.833421585,4.236758008,3.067779644,3.724732927,3.99547882,3.374077726,1.563004688,5.476094546,0,0,3.190128395,2.262169367,1.437760387,1.217593262,3.684714086,3.763628572,1.234816079,6.299874246,8.372666159,2.221425343,3.258842625,1.511571012,6.597868519,3.376574632,2.899974786,3.803261313,3.094370604,3.786623567,4.158334472,1.474730863,2.748185211,2.034578079,3.693586309,3.55058642,7.923191437,5.350060421,1.88907378,7.016390411,1.474931117,2.488608331,4.65187047
b4645,psaA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2647,ypjA,adhesin-like autotransporter,140.9674348,135.2269534,119.6816198,136.2080896,173.7988319,175.8009746,200.5764819,150.171344,315.6384716,314.9587102,224.7255532,298.6620418,89.41305973,73.46122033,88.98653638,76.44667542,99.79447701,87.72853087,90.4867747,67.57473817,163.1574971,154.7579916,155.5633143,121.0119758,121.7975688,120.357076,128.8426699,109.7143684,110.3446839,87.97158025,96.57003449,101.4991175,139.9600163,139.2466772,143.8916955,144.155595,89.95858265,94.81238977,73.92300354,79.78146426,70.30161111,85.8345739,82.92593653,88.15677638,152.8013912,148.2305773,157.611861,138.0054906
b2652,ileY,Ile tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2659,csiD,carbon starvation protein,2.073050511,1.815126891,0.957452958,6.486099503,1.182304979,2.913828309,3.085792029,0.944473862,3.177568506,3.067779644,2.483155284,0,1.687038863,3.126009376,6.845118183,0,0,0,0,2.875520773,1.217593262,0,0,2.469632159,4.199916164,0,2.221425343,5.431404375,4.534713036,2.199289506,6.753149265,1.449987393,3.04260905,1.547185302,2.27197414,4.851390218,2.949461726,3.435231513,0.678192693,2.954869047,2.130351852,0.660265953,1.337515105,0,0.779598935,6.637190028,2.488608331,1.55062349
b2660,lhgO,L-2-hydroxyglutarate oxidase,2.073050511,1.815126891,2.872358875,5.405082919,8.276134855,2.913828309,5.142986715,2.833421585,3.177568506,6.135559289,1.241577642,3.99547882,3.374077726,7.815023439,2.738047273,4.023509233,7.003121194,0,0,5.751041547,1.217593262,8.597666201,2.509085715,1.234816079,9.44981137,8.372666159,2.221425343,1.086280875,8.313640566,8.797158025,8.103779118,7.249936965,9.12782715,18.56622362,9.08789656,8.316668945,2.212096295,4.122277816,1.356385386,5.171020832,9.941641975,5.282127625,3.343787763,3.148456299,10.91438508,9.587052262,4.147680552,6.202493961
b2661,gabD,"succinate-semialdehyde dehydrogenase I, NADP-dependent",4.146101023,3.630253782,0.957452958,3.243049752,3.546914938,4.856380515,6.171584058,3.777895447,18.00622153,10.22593215,7.449465853,6.992087935,3.374077726,7.815023439,1.369023637,4.023509233,7.003121194,3.190128395,2.262169367,12.93984348,4.870373047,2.456476057,0,3.704448238,3.149937123,4.18633308,6.664276029,9.776527874,3.77892753,2.932386008,10.1297239,11.59989914,7.606522625,5.415148557,9.08789656,7.6236132,10.32311604,3.435231513,7.460119623,8.125889879,4.970820988,4.621861672,4.012545316,3.778147559,7.016390411,11.06198338,5.806752773,3.10124698
b2662,gabT,"4-aminobutyrate aminotransferase, PLP-dependent",7.25567679,7.260507564,16.27670029,7.567116087,18.91687967,18.45424596,12.34316812,19.8339511,33.89406407,15.33889822,37.24732927,20.9762638,10.12223318,10.94103281,10.95218909,4.023509233,3.501560597,4.785192593,6.786508102,12.93984348,30.43983155,29.47771269,23.83631429,38.27929846,14.69970657,29.30433156,16.66069007,8.690246999,31.74299125,18.32741255,17.55818809,25.37477938,35.75065634,26.30215013,26.50636497,22.17778385,8.848385179,19.92434278,21.02397348,14.03562797,12.07199383,12.54505311,12.7063935,15.7422815,32.74315525,30.2360879,33.18144442,28.68653457
b2663,gabP,gamma-aminobutyrate transporter,10.36525256,12.70588824,12.44688846,12.97219901,21.28148963,25.25317868,9.257376087,14.16710793,29.65730606,30.67779644,14.89893171,18.97852439,15.18334977,14.06704219,13.69023637,17.43520667,26.26170448,17.54570617,15.83518557,17.25312464,26.78705176,25.7929986,20.07268572,27.16595374,28.34943411,11.51241597,17.77140274,21.7256175,21.16199417,9.530254527,21.61007765,16.67485502,8.367174888,29.39652074,14.38916955,21.48472811,15.48467406,18.55025017,20.34578079,18.46793154,11.36187654,14.52585097,18.05645392,18.26104654,20.2695723,22.86143232,22.39747498,30.23715806
b2664,csiR,transcriptional repressor of csiD,87.06812148,98.01685211,138.8306789,98.37250913,380.7022033,345.7742926,389.838393,459.0142968,289.1587341,364.0431845,473.0410817,316.6416965,401.5152494,425.1372751,303.9232473,307.1278714,462.2059988,657.1664494,649.2426085,615.3614455,198.4677017,276.3535565,281.0176,290.1817786,25.19949699,24.07141521,17.77140274,20.63933662,351.4402603,308.6336274,363.9947454,395.1215646,406.1883082,395.3058447,343.8254198,306.3306395,30.23198269,22.67252799,16.95481733,27.33253868,77.40278395,93.09749939,85.60096674,68.00665607,103.6866583,78.90881477,96.22618882,102.3411503
b2665,ygaU,uncharacterized protein,4.146101023,8.168071009,4.787264791,6.486099503,5.911524896,12.62658934,19.54334952,18.88947724,6.355137012,14.31630501,13.65735406,5.99321823,13.4963109,15.63004688,12.32121273,14.75286719,14.00624239,20.73583457,36.19470988,38.81953044,1.217593262,8.597666201,15.05451429,11.11334471,6.299874246,7.326082889,6.664276029,7.603966125,8.313640566,8.064061523,12.8309836,10.14991175,6.0852181,9.283111812,13.63184484,6.930557454,8.111019747,17.86320387,10.85108309,5.171020832,9.231524691,9.903989296,3.343787763,5.037530079,4.677593607,6.637190028,2.488608331,3.10124698
b2666,yqaE,cyaR sRNA-regulated protein,0,0,0,0,0,0,0,0,2.118379004,0,1.241577642,0,0,0,0,0,0,0,2.262169367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737365432,0,0,0,0,0,0,0,0,0,0,0
b2667,ygaV,tributyltin-inducible repressor of ygaVP,1.036525256,0.907563445,1.914905917,1.081016584,1.182304979,4.856380515,5.142986715,4.722369309,6.355137012,3.067779644,1.241577642,8.989827344,0,1.563004688,1.369023637,1.341169744,1.750780298,1.595064198,2.262169367,2.875520773,0,2.456476057,2.509085715,1.234816079,1.049979041,3.13974981,3.332138014,2.17256175,3.023142024,1.466193004,2.025944779,1.449987393,3.04260905,1.547185302,1.514649427,0.693055745,5.161558021,3.435231513,1.356385386,0.738717262,3.55058642,2.641063812,0.668757553,2.518765039,0,0,0,0
b2668,ygaP,DUF2892 family inner membrane rhodanese,4.146101023,3.630253782,3.829811833,1.081016584,3.546914938,4.856380515,7.200181401,4.722369309,1.059189502,9.203338933,2.483155284,2.996609115,11.80927204,0,5.476094546,9.388188209,1.750780298,4.785192593,0,5.751041547,8.523152833,14.73885634,3.763628572,7.408896476,11.54976945,11.51241597,8.885701372,10.86280875,4.534713036,3.665482511,4.051889559,2.899974786,6.0852181,6.188741208,3.029298853,1.386111491,9.58575061,8.244555632,14.92023925,8.864607141,6.391055555,7.923191437,4.012545316,9.445368898,1.559197869,2.949862235,3.318144442,4.65187047
b2669,stpA,"DNA binding protein, nucleoid-associated",5.182626279,5.445380673,6.702170708,10.81016584,3.546914938,1.942552206,3.085792029,2.833421585,0,0,3.724732927,2.996609115,21.93150522,14.06704219,13.69023637,5.364678977,15.75702269,11.16544938,24.88386304,21.5664058,29.22223828,27.02123663,8.781800001,23.46150551,9.44981137,15.69874905,7.7749887,9.776527874,3.77892753,1.466193004,4.051889559,5.074955876,4.563913575,3.094370604,1.514649427,2.079167236,14.74730863,18.55025017,16.95481733,11.81947619,9.231524691,9.903989296,4.681302869,8.185986378,12.47358295,11.06198338,15.7611861,7.753117451
b2670,alaE,"alanine exporter, alanine-inducible, stress-responsive",50.78973753,44.47060883,43.08538312,39.9976136,96.9490083,94.21378199,89.48796884,85.94712142,44.48595909,47.03928788,47.1799504,45.94800643,91.10009859,101.5953047,121.8431037,108.6347493,127.8069618,126.0100716,88.22460533,115.0208309,186.2917691,164.5838958,114.1634,122.2467918,28.34943411,24.07141521,12.21783939,26.070741,32.49877676,32.25624609,37.14232096,39.14965961,15.21304525,23.20777953,28.77833911,18.01944938,20.64623208,32.97822253,39.3351762,28.07125594,24.14398765,27.73117003,32.76912008,37.78147559,48.33513394,43.51046796,53.91984718,44.19276947
b2671,ygaC,uncharacterized protein,7.25567679,4.537817227,3.829811833,2.162033168,27.19301452,31.08083529,25.71493357,25.50079427,37.07163257,27.6100168,18.62366463,19.9773941,15.18334977,15.63004688,15.05926,30.84690412,50.77262866,38.28154074,40.71904861,34.50624928,32.87501807,49.12952115,40.14537143,37.04448238,29.39941315,16.74533232,27.76781679,26.070741,28.71984923,30.79005309,31.73980154,28.99974786,49.44239706,49.50992967,56.7993535,49.90001367,14.0099432,11.67978715,12.20746847,12.55819345,13.49222839,15.18611692,20.73148413,25.18765039,24.94716591,20.64903564,25.71561943,16.28154665
b2672,ygaM,"DUF883 family protein, putative membrane-anchored ribosome-binding protein",3.109575767,2.722690336,6.702170708,3.243049752,21.28148963,21.36807426,33.94371232,34.00105902,97.44543419,92.03338933,101.8093667,122.8609737,18.55742749,14.06704219,26.01144909,10.72935795,82.28667403,118.0347506,119.8949765,107.832029,385.977064,362.3302185,351.272,398.8455936,78.74842808,71.16766235,64.42133495,55.40032462,18.13885214,21.99289506,21.61007765,23.92479198,84.43240114,80.45363571,74.97514662,72.77085327,33.91880985,47.40619488,61.03734237,75.34916069,6.391055555,9.243723343,5.350060421,3.148456299,14.03278082,16.96170785,22.39747498,31.78778155
b2673,nrdH,hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein,1.036525256,0,0,2.162033168,1.182304979,4.856380515,1.028597343,0,1.059189502,2.04518643,1.241577642,2.996609115,0,1.563004688,1.369023637,0,0,0,0,0,2.435186524,0,1.254542857,8.643712555,4.199916164,1.04658327,1.110712671,0,1.511571012,2.199289506,4.727204485,0.724993697,4.563913575,5.415148557,3.029298853,2.079167236,0.737365432,2.061138908,0.678192693,2.216151785,4.970820988,0,1.337515105,1.88907378,1.559197869,7.374655586,7.465824994,5.427182216
b2674,nrdI,NrdEF cluster assembly flavodoxin,16.58440409,7.260507564,2.872358875,8.648132671,5.911524896,6.798932721,4.114389372,4.722369309,4.236758008,4.090372859,2.483155284,4.994348525,1.687038863,0,0,0,14.00624239,4.785192593,0,4.31328116,9.740746095,2.456476057,6.272714286,12.34816079,5.249895205,2.09316654,5.553563357,3.258842625,8.313640566,5.131675515,9.454408971,6.524943269,6.845870363,10.83029711,11.3598707,6.237501709,10.32311604,8.244555632,4.069156158,5.909738094,4.970820988,8.58345739,10.70012084,3.148456299,7.795989346,8.112121145,7.465824994,10.85436443
b2675,nrdE,"ribonucleoside-diphosphate reductase 2, alpha subunit",49.75321227,49.00842606,29.68104171,54.05082919,105.2251432,103.926543,115.2029024,96.3363339,78.38002315,71.58152504,83.18570203,44.94913672,50.61116588,59.39417814,53.39192183,67.05848721,64.77887104,38.28154074,45.24338735,40.25729083,58.44447657,73.69428172,51.43625715,87.67194163,31.49937123,33.49066464,26.65710412,35.84726887,93.71740274,77.70822922,65.50554787,88.44923097,69.98000815,64.20819003,67.40189949,63.76112858,36.13090615,52.215519,55.61180083,48.01662201,49.70820988,62.06499959,52.83184666,53.52375709,63.92711263,62.68457248,64.70381662,66.67681008
b2676,nrdF,"ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein",3.109575767,4.537817227,2.872358875,14.05321559,9.458439834,2.913828309,4.114389372,0.944473862,0,6.135559289,9.932621138,7.99095764,5.061116588,0,1.369023637,9.388188209,3.501560597,11.16544938,2.262169367,5.751041547,3.652779786,2.456476057,0,3.704448238,8.399832329,14.65216578,8.885701372,7.603966125,7.55785506,4.398579013,6.077834338,8.699924358,8.367174888,8.509519161,5.301272993,6.930557454,8.848385179,15.80206496,4.069156158,6.648455355,7.811290123,5.282127625,10.03136329,9.445368898,1.559197869,5.162258911,5.806752773,3.10124698
b2677,proV,glycine betaine transporter subunit,1.036525256,0,0,1.081016584,1.182304979,0,6.171584058,3.777895447,4.236758008,1.022593215,4.966310569,5.99321823,1.687038863,0,2.738047273,1.341169744,1.750780298,4.785192593,0,1.437760387,2.435186524,3.684714086,0,2.469632159,2.099958082,3.13974981,1.110712671,8.690246999,0.755785506,2.932386008,2.701259706,3.624968483,8.367174888,7.73592651,4.54394828,10.39583618,8.111019747,8.931601935,4.747348851,5.171020832,0.710117284,3.301329765,0.668757553,6.926603859,4.677593607,2.949862235,5.806752773,3.10124698
b2678,proW,glycine betaine transporter subunit,11.40177781,6.352944118,21.06396508,17.29626534,20.09918465,23.31062647,24.68633623,23.61184654,30.71649556,23.51964394,36.00575162,36.95817908,13.4963109,10.94103281,9.583165456,14.75286719,5.252340895,1.595064198,9.04867747,20.12864541,17.04630567,18.42357043,15.05451429,13.58297687,26.24947603,12.55899924,22.21425343,23.89817925,19.65042316,24.92528107,15.53224331,23.19979829,27.38348145,34.03807665,18.17579312,31.88056429,23.59569381,19.92434278,15.59843194,21.42280059,19.17316667,21.78877645,20.06272658,15.11259024,41.31874353,33.9234157,40.64726941,48.84463994
